enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,company_size,company_type,last_new_job,training_hours,target,experience_cleaned,experience_ratio,training_per_experience,has_relevant_exp,exp_category,training_hours_capped
20378,city_103,0.92,male,no relevent experience,full time course,graduate,stem,,,1,152,1.0,7.0,6.862745098039215,19.0,0,senior,152
29402,city_103,0.92,male,no relevent experience,part time course,graduate,stem,500-999,ngo,2,10,0.0,7.0,6.862745098039215,1.25,0,senior,10
23474,city_45,0.89,male,no relevent experience,,high school,,,,never,21,0.0,2.0,2.0202020202020203,7.0,0,junior,21
22548,city_165,0.903,male,has relevent experience,no_enrollment,graduate,other,100-500,other,never,174,1.0,16.0,15.952143569292122,10.235294117647058,1,expert,174
98,city_16,0.91,,no relevent experience,no_enrollment,graduate,stem,10/49,pvt ltd,>4,40,0.0,6.0,5.9405940594059405,5.714285714285714,0,senior,40
6105,city_160,0.92,male,has relevent experience,full time course,graduate,stem,,,1,43,0.0,3.0,2.941176470588235,10.75,1,mid,43
23869,city_21,0.624,male,has relevent experience,no_enrollment,masters,stem,100-500,pvt ltd,2,13,1.0,3.0,4.143646408839779,3.25,1,mid,13
17123,city_21,0.624,,no relevent experience,full time course,graduate,stem,,,,32,0.0,,,,0,unknown,32
28409,city_103,0.92,,has relevent experience,,graduate,stem,<10,early stage startup,1,87,0.0,3.0,2.941176470588235,21.75,1,mid,87
25618,city_104,0.924,male,has relevent experience,no_enrollment,masters,stem,5000-9999,pvt ltd,1,102,0.0,3.0,2.9296875,25.5,1,mid,102
25048,city_21,0.624,,no relevent experience,full time course,graduate,stem,,,,67,1.0,3.0,4.143646408839779,16.75,0,mid,67
32459,city_114,0.926,male,no relevent experience,full time course,graduate,stem,,pvt ltd,never,16,0.0,6.0,5.847953216374269,2.2857142857142856,0,senior,16
16534,city_23,0.899,,no relevent experience,part time course,high school,,,,,46,0.0,1.0,1.001001001001001,23.0,0,junior,46
33223,city_21,0.624,male,has relevent experience,full time course,masters,stem,500-999,pvt ltd,1,20,1.0,1.0,1.3812154696132597,10.0,1,junior,20
19824,city_114,0.926,male,has relevent experience,no_enrollment,masters,stem,1000-4999,pvt ltd,>4,21,0.0,10.0,9.746588693957115,1.9090909090909092,1,senior,21
11893,city_103,0.92,female,has relevent experience,no_enrollment,masters,stem,10000+,pvt ltd,4,52,0.0,8.0,7.8431372549019605,5.777777777777778,1,senior,52
28778,city_136,0.897,male,no relevent experience,part time course,masters,stem,50-99,pvt ltd,1,6,0.0,2.0,2.0060180541624875,2.0,0,junior,6
4051,city_40,0.7759999999999999,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,>4,20,0.0,21.0,23.97260273972603,0.9090909090909091,1,expert,20
16523,city_21,0.624,,has relevent experience,no_enrollment,masters,stem,50-99,pvt ltd,1,51,1.0,7.0,9.668508287292818,6.375,1,senior,51
1165,city_103,0.92,male,has relevent experience,no_enrollment,masters,stem,100-500,public sector,>4,37,0.0,11.0,10.784313725490195,3.0833333333333335,1,expert,37
10090,city_100,0.887,male,no relevent experience,full time course,high school,,,,1,82,0.0,4.0,4.052684903748734,16.4,0,mid,82
14711,city_158,0.7659999999999999,male,has relevent experience,no_enrollment,graduate,stem,500-999,pvt ltd,never,58,0.0,11.0,12.702078521939956,4.833333333333333,1,expert,58
18366,city_21,0.624,,has relevent experience,no_enrollment,masters,stem,1000-4999,,never,74,0.0,6.0,8.287292817679559,10.571428571428571,1,senior,74
8293,city_67,0.855,female,has relevent experience,no_enrollment,masters,stem,1000-4999,pvt ltd,1,149,0.0,9.0,9.424083769633508,14.9,1,senior,149
21164,city_16,0.91,male,no relevent experience,no_enrollment,high school,,,,never,52,0.0,10.0,9.900990099009901,4.7272727272727275,0,senior,52
6430,city_160,0.92,female,has relevent experience,no_enrollment,graduate,stem,<10,pvt ltd,1,81,0.0,12.0,11.76470588235294,6.230769230769231,1,expert,81
32463,city_36,0.893,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,3,10,0.0,9.0,9.06344410876133,1.0,1,senior,10
30477,city_11,0.55,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,never,25,0.0,4.0,6.153846153846153,5.0,1,mid,25
2707,city_16,0.91,male,has relevent experience,no_enrollment,graduate,stem,10/49,pvt ltd,2,50,0.0,21.0,20.792079207920793,2.272727272727273,1,expert,50
9167,city_21,0.624,,has relevent experience,no_enrollment,masters,stem,,,4,68,1.0,4.0,5.524861878453039,13.6,1,mid,68
25083,city_136,0.897,,has relevent experience,no_enrollment,masters,stem,10000+,pvt ltd,4,96,0.0,15.0,15.045135406218655,6.0,1,expert,96
503,city_67,0.855,male,has relevent experience,part time course,high school,,10000+,pvt ltd,4,53,0.0,14.0,14.659685863874346,3.533333333333333,1,expert,53
27607,city_20,0.7959999999999999,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,25,0.0,8.0,8.928571428571429,2.7777777777777777,1,senior,25
25915,city_83,0.923,male,has relevent experience,no_enrollment,graduate,stem,,,1,40,0.0,14.0,13.685239491691103,2.6666666666666665,1,expert,40
30308,city_116,0.743,male,has relevent experience,no_enrollment,masters,stem,,,1,28,0.0,6.0,7.117437722419929,4.0,1,senior,28
29607,city_104,0.924,,has relevent experience,no_enrollment,graduate,arts,10/49,pvt ltd,1,43,0.0,10.0,9.765625,3.909090909090909,1,senior,43
21938,city_16,0.91,,no relevent experience,no_enrollment,high school,,,,never,57,0.0,5.0,4.9504950495049505,9.5,0,mid,57
15076,city_160,0.92,,has relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,1,88,0.0,9.0,8.823529411764707,8.8,1,senior,88
25278,city_134,0.698,male,has relevent experience,no_enrollment,masters,stem,,,1,35,1.0,6.0,7.518796992481204,5.0,1,senior,35
3531,city_100,0.887,,has relevent experience,full time course,high school,,,,>4,161,0.0,21.0,21.27659574468085,7.318181818181818,1,expert,161
13796,city_64,0.6659999999999999,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,>4,86,0.0,21.0,27.415143603133163,3.909090909090909,1,expert,86
28272,city_150,0.698,female,has relevent experience,full time course,,,<10,early stage startup,never,77,0.0,21.0,26.315789473684212,3.5,1,expert,77
26345,city_103,0.92,female,has relevent experience,no_enrollment,graduate,stem,5000-9999,pvt ltd,>4,163,0.0,9.0,8.823529411764707,16.3,1,senior,163
5679,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,,pvt ltd,3,248,1.0,11.0,10.784313725490195,20.666666666666668,1,expert,248
4435,city_21,0.624,male,has relevent experience,no_enrollment,graduate,stem,,,1,31,0.0,9.0,12.430939226519337,3.1,1,senior,31
19920,city_114,0.926,male,has relevent experience,no_enrollment,masters,stem,1000-4999,pvt ltd,1,38,0.0,14.0,13.645224171539962,2.533333333333333,1,expert,38
28644,city_114,0.926,male,no relevent experience,full time course,masters,business degree,,,2,83,0.0,18.0,17.54385964912281,4.368421052631579,0,expert,83
8481,city_103,0.92,,has relevent experience,no_enrollment,masters,stem,,pvt ltd,2,28,0.0,6.0,5.88235294117647,4.0,1,senior,28
29166,city_83,0.923,male,has relevent experience,no_enrollment,graduate,stem,<10,funded startup,1,69,0.0,14.0,13.685239491691103,4.6,1,expert,69
8040,city_97,0.925,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,>4,57,0.0,15.0,14.634146341463413,3.5625,1,expert,57
19085,city_114,0.926,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,1,9,0.0,10.0,9.746588693957115,0.8181818181818182,1,senior,9
14948,city_71,0.884,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,>4,19,0.0,21.0,21.34146341463415,0.8636363636363636,1,expert,19
20158,city_149,0.6890000000000001,male,has relevent experience,full time course,graduate,stem,,,1,63,0.0,7.0,8.871989860583016,7.875,1,senior,63
10068,city_103,0.92,,has relevent experience,no_enrollment,graduate,stem,100-500,funded startup,1,77,0.0,8.0,7.8431372549019605,8.555555555555555,1,senior,77
15093,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,18,0.0,9.0,8.823529411764707,1.8,1,senior,18
16381,city_136,0.897,male,has relevent experience,part time course,graduate,stem,10/49,pvt ltd,1,46,0.0,3.0,3.0090270812437314,11.5,1,mid,46
24435,city_114,0.926,,has relevent experience,part time course,graduate,stem,100-500,public sector,1,39,0.0,10.0,9.746588693957115,3.5454545454545454,1,senior,39
3824,city_103,0.92,male,has relevent experience,no_enrollment,masters,stem,,public sector,>4,26,0.0,21.0,20.588235294117645,1.1818181818181819,1,expert,26
15858,city_114,0.926,,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,4,82,0.0,12.0,11.695906432748538,6.3076923076923075,1,expert,82
7249,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,10/49,funded startup,3,29,0.0,21.0,20.588235294117645,1.3181818181818181,1,expert,29
6596,city_102,0.804,,no relevent experience,no_enrollment,graduate,stem,,,>4,43,1.0,15.0,16.5929203539823,2.6875,0,expert,43
27630,city_41,0.8270000000000001,male,no relevent experience,part time course,graduate,stem,,,3,8,1.0,9.0,9.70873786407767,0.8,0,senior,8
31058,city_103,0.92,male,has relevent experience,full time course,masters,stem,1000-4999,pvt ltd,2,34,0.0,15.0,14.705882352941176,2.125,1,expert,34
12408,city_21,0.624,male,no relevent experience,full time course,graduate,stem,,,never,81,1.0,0.0,0.0,81.0,0,junior,81
32560,city_136,0.897,male,has relevent experience,no_enrollment,,,50-99,funded startup,3,180,0.0,7.0,7.021063189568706,22.5,1,senior,180
12987,city_160,0.92,male,no relevent experience,no_enrollment,graduate,stem,,,1,8,1.0,21.0,20.588235294117645,0.36363636363636365,0,expert,8
25022,city_21,0.624,male,has relevent experience,no_enrollment,masters,stem,<10,pvt ltd,1,50,0.0,17.0,23.480662983425415,2.7777777777777777,1,expert,50
20547,city_134,0.698,,no relevent experience,part time course,high school,,,,2,47,1.0,2.0,2.5062656641604013,15.666666666666666,0,junior,47
27795,city_103,0.92,male,no relevent experience,no_enrollment,primary school,,,,never,336,0.0,6.0,5.88235294117647,48.0,0,senior,302
29088,city_103,0.92,,has relevent experience,no_enrollment,masters,stem,50-99,pvt ltd,>4,51,0.0,21.0,20.588235294117645,2.3181818181818183,1,expert,51
14212,city_16,0.91,,no relevent experience,no_enrollment,masters,business degree,,,2,312,0.0,2.0,1.9801980198019802,104.0,0,junior,302
5538,city_103,0.92,,no relevent experience,no_enrollment,graduate,humanities,,,2,67,1.0,10.0,9.803921568627452,6.090909090909091,0,senior,67
20713,city_21,0.624,,no relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,1,88,1.0,0.0,0.0,88.0,0,junior,88
23877,city_20,0.7959999999999999,male,no relevent experience,full time course,high school,,,,never,41,0.0,6.0,6.696428571428572,5.857142857142857,0,senior,41
9693,city_104,0.924,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,17,0.0,21.0,20.5078125,0.7727272727272727,1,expert,17
18146,city_100,0.887,male,has relevent experience,part time course,graduate,stem,100-500,pvt ltd,3,79,0.0,6.0,6.079027355623101,11.285714285714286,1,senior,79
22883,city_73,0.754,,has relevent experience,no_enrollment,graduate,stem,,,never,89,0.0,21.0,24.59016393442623,4.045454545454546,1,expert,89
1461,city_114,0.926,male,has relevent experience,full time course,high school,,,,1,43,0.0,18.0,17.54385964912281,2.263157894736842,1,expert,43
24448,city_173,0.878,male,has relevent experience,no_enrollment,masters,stem,1000-4999,pvt ltd,>4,56,0.0,19.0,19.427402862985687,2.8,1,expert,56
31735,city_160,0.92,male,has relevent experience,no_enrollment,graduate,stem,50-99,early stage startup,1,222,0.0,6.0,5.88235294117647,31.714285714285715,1,senior,222
8080,city_21,0.624,male,no relevent experience,no_enrollment,masters,stem,10000+,pvt ltd,3,28,1.0,3.0,4.143646408839779,7.0,0,mid,28
26930,city_13,0.8270000000000001,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,55,0.0,10.0,10.787486515641856,5.0,1,senior,55
11372,city_103,0.92,male,has relevent experience,no_enrollment,graduate,business degree,100-500,pvt ltd,1,17,0.0,9.0,8.823529411764707,1.7,1,senior,17
13937,city_100,0.887,,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,2,69,0.0,10.0,10.131712259371835,6.2727272727272725,1,senior,69
24522,city_57,0.866,male,has relevent experience,no_enrollment,graduate,stem,100-500,funded startup,1,10,0.0,14.0,14.492753623188406,0.6666666666666666,1,expert,10
6670,city_116,0.743,male,has relevent experience,full time course,masters,stem,1000-4999,pvt ltd,1,70,0.0,21.0,24.91103202846975,3.1818181818181817,1,expert,70
25159,city_105,0.794,,has relevent experience,no_enrollment,masters,stem,,,,4,0.0,21.0,23.48993288590604,0.18181818181818182,1,expert,4
3263,city_103,0.92,male,has relevent experience,no_enrollment,masters,stem,,,1,22,1.0,21.0,20.588235294117645,1.0,1,expert,22
10035,city_16,0.91,male,has relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,2,155,0.0,2.0,1.9801980198019802,51.666666666666664,1,junior,155
7390,city_75,0.939,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,1,18,0.0,5.0,4.8123195380173245,3.0,1,mid,18
26544,city_114,0.926,male,no relevent experience,full time course,graduate,stem,<10,early stage startup,1,28,1.0,14.0,13.645224171539962,1.8666666666666667,0,expert,28
32322,city_102,0.804,,no relevent experience,full time course,graduate,stem,,,never,5,1.0,7.0,7.7433628318584065,0.625,0,senior,5
21083,city_90,0.698,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,2,42,0.0,21.0,26.315789473684212,1.9090909090909092,1,expert,42
13254,city_16,0.91,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,4,0.0,15.0,14.851485148514852,0.25,1,expert,4
29267,city_100,0.887,male,has relevent experience,no_enrollment,graduate,stem,,,1,90,0.0,21.0,21.27659574468085,4.090909090909091,1,expert,90
8129,city_13,0.8270000000000001,male,has relevent experience,no_enrollment,phd,stem,50-99,pvt ltd,2,18,0.0,18.0,19.41747572815534,0.9473684210526315,1,expert,18
18631,city_21,0.624,male,has relevent experience,full time course,masters,stem,100-500,pvt ltd,4,7,1.0,11.0,15.193370165745856,0.5833333333333334,1,expert,7
23833,city_21,0.624,male,has relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,2,45,1.0,3.0,4.143646408839779,11.25,1,mid,45
30841,city_19,0.682,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,1,63,0.0,5.0,6.39386189258312,10.5,1,mid,63
6656,city_21,0.624,,has relevent experience,no_enrollment,masters,arts,10/49,pvt ltd,1,21,1.0,6.0,8.287292817679559,3.0,1,senior,21
14602,city_21,0.624,,no relevent experience,no_enrollment,masters,stem,100-500,ngo,1,156,1.0,0.0,0.0,156.0,0,junior,156
11891,city_16,0.91,male,has relevent experience,no_enrollment,masters,stem,10/49,pvt ltd,2,77,0.0,12.0,11.881188118811881,5.923076923076923,1,expert,77
30379,city_149,0.6890000000000001,male,has relevent experience,no_enrollment,graduate,stem,500-999,funded startup,2,122,0.0,5.0,6.337135614702154,20.333333333333332,1,mid,122
3136,city_83,0.923,male,no relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,>4,84,0.0,14.0,13.685239491691103,5.6,0,expert,84
13747,city_114,0.926,male,no relevent experience,no_enrollment,masters,stem,50-99,pvt ltd,>4,40,0.0,21.0,20.46783625730994,1.8181818181818181,0,expert,40
29271,city_83,0.923,male,has relevent experience,part time course,graduate,stem,1000-4999,pvt ltd,>4,70,1.0,5.0,4.887585532746822,11.666666666666666,1,mid,70
21325,city_136,0.897,male,has relevent experience,no_enrollment,masters,stem,500-999,pvt ltd,4,88,1.0,19.0,19.05717151454363,4.4,1,expert,88
8357,city_71,0.884,male,has relevent experience,no_enrollment,masters,stem,500-999,pvt ltd,2,153,0.0,8.0,8.130081300813009,17.0,1,senior,153
30948,city_114,0.926,male,no relevent experience,full time course,high school,,50-99,pvt ltd,>4,160,0.0,5.0,4.8732943469785575,26.666666666666668,0,mid,160
22531,city_136,0.897,male,has relevent experience,no_enrollment,masters,stem,50-99,,2,16,0.0,11.0,11.033099297893681,1.3333333333333333,1,expert,16
5656,city_50,0.8959999999999999,male,has relevent experience,no_enrollment,masters,stem,1000-4999,public sector,>4,224,0.0,13.0,13.052208835341366,16.0,1,expert,224
21085,city_128,0.527,male,has relevent experience,no_enrollment,graduate,stem,<10,pvt ltd,>4,45,0.0,11.0,17.54385964912281,3.75,1,expert,45
20649,city_16,0.91,male,has relevent experience,no_enrollment,masters,stem,50-99,pvt ltd,1,69,0.0,3.0,2.9702970297029703,17.25,1,mid,69
19534,city_71,0.884,male,no relevent experience,no_enrollment,masters,stem,10/49,pvt ltd,3,6,0.0,6.0,6.097560975609756,0.8571428571428571,0,senior,6
25393,city_103,0.92,male,has relevent experience,no_enrollment,high school,,100-500,pvt ltd,>4,119,0.0,11.0,10.784313725490195,9.916666666666666,1,expert,119
2878,city_100,0.887,male,has relevent experience,no_enrollment,masters,stem,1000-4999,pvt ltd,never,53,1.0,10.0,10.131712259371835,4.818181818181818,1,senior,53
24347,city_21,0.624,female,has relevent experience,no_enrollment,graduate,stem,,pvt ltd,1,9,1.0,6.0,8.287292817679559,1.2857142857142858,1,senior,9
32192,city_173,0.878,male,has relevent experience,no_enrollment,graduate,stem,10/49,pvt ltd,>4,54,0.0,16.0,16.359918200409,3.176470588235294,1,expert,54
13058,city_103,0.92,male,no relevent experience,full time course,graduate,stem,,public sector,1,116,1.0,6.0,5.88235294117647,16.571428571428573,0,senior,116
10613,city_13,0.8270000000000001,,has relevent experience,no_enrollment,masters,stem,<10,funded startup,2,26,0.0,4.0,4.314994606256742,5.2,1,mid,26
20265,city_50,0.8959999999999999,male,no relevent experience,no_enrollment,masters,humanities,10/49,ngo,1,9,1.0,0.0,0.0,9.0,0,junior,9
24897,city_89,0.925,male,has relevent experience,no_enrollment,graduate,stem,50-99,,1,78,0.0,12.0,11.70731707317073,6.0,1,expert,78
29152,city_103,0.92,male,has relevent experience,no_enrollment,graduate,arts,100-500,pvt ltd,3,50,0.0,4.0,3.9215686274509802,10.0,1,mid,50
21321,city_90,0.698,male,no relevent experience,full time course,masters,stem,,,2,20,0.0,5.0,6.265664160401003,3.3333333333333335,0,mid,20
21411,city_114,0.926,,has relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,1,47,0.0,8.0,7.797270955165692,5.222222222222222,1,senior,47
32170,city_103,0.92,female,has relevent experience,full time course,graduate,stem,50-99,pvt ltd,1,56,0.0,7.0,6.862745098039215,7.0,1,senior,56
24678,city_16,0.91,,no relevent experience,no_enrollment,high school,,,,never,125,0.0,1.0,0.9900990099009901,62.5,0,junior,125
29895,city_103,0.92,female,has relevent experience,no_enrollment,graduate,arts,500-999,,2,50,0.0,15.0,14.705882352941176,3.125,1,expert,50
5827,city_104,0.924,female,has relevent experience,no_enrollment,masters,humanities,50-99,funded startup,1,28,0.0,2.0,1.953125,9.333333333333334,1,junior,28
18608,city_21,0.624,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,1,130,1.0,5.0,6.906077348066298,21.666666666666668,1,mid,130
9048,city_21,0.624,,no relevent experience,full time course,graduate,stem,,,never,58,1.0,2.0,2.7624309392265194,19.333333333333332,0,junior,58
2083,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,2,19,0.0,8.0,7.8431372549019605,2.111111111111111,1,senior,19
3002,city_102,0.804,,no relevent experience,full time course,graduate,stem,50-99,pvt ltd,1,47,0.0,3.0,3.3185840707964602,11.75,0,mid,47
29856,city_83,0.923,male,has relevent experience,no_enrollment,masters,humanities,1000-4999,pvt ltd,1,46,0.0,13.0,12.707722385141738,3.2857142857142856,1,expert,46
22061,city_21,0.624,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,2,78,0.0,4.0,5.524861878453039,15.6,1,mid,78
2916,city_104,0.924,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,2,32,0.0,16.0,15.625,1.8823529411764706,1,expert,32
23069,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,1,62,1.0,1.0,0.9803921568627451,31.0,1,junior,62
19057,city_28,0.939,male,has relevent experience,no_enrollment,graduate,stem,50-99,pvt ltd,1,96,0.0,11.0,10.587102983638115,8.0,1,expert,96
12885,city_78,0.579,male,has relevent experience,no_enrollment,graduate,stem,10/49,funded startup,2,20,1.0,5.0,7.363770250368189,3.3333333333333335,1,mid,20
20052,city_114,0.926,,no relevent experience,full time course,graduate,stem,,pvt ltd,never,34,0.0,13.0,12.670565302144249,2.4285714285714284,0,expert,34
10264,city_103,0.92,female,has relevent experience,no_enrollment,graduate,stem,10000+,pvt ltd,1,30,0.0,1.0,0.9803921568627451,15.0,1,junior,30
32430,city_114,0.926,male,has relevent experience,part time course,graduate,stem,50-99,pvt ltd,1,38,0.0,13.0,12.670565302144249,2.7142857142857144,1,expert,38
348,city_13,0.8270000000000001,female,has relevent experience,no_enrollment,masters,stem,50-99,pvt ltd,4,26,0.0,10.0,10.787486515641856,2.3636363636363638,1,senior,26
6130,city_138,0.836,male,no relevent experience,no_enrollment,,,50-99,,never,156,0.0,16.0,17.094017094017094,9.176470588235293,0,expert,156
8636,city_16,0.91,male,has relevent experience,no_enrollment,graduate,stem,100-500,pvt ltd,3,162,0.0,15.0,14.851485148514852,10.125,1,expert,162
3045,city_104,0.924,male,has relevent experience,no_enrollment,graduate,humanities,50-99,pvt ltd,1,29,0.0,14.0,13.671875,1.9333333333333333,1,expert,29
32763,city_16,0.91,female,no relevent experience,full time course,high school,,50-99,,1,32,0.0,2.0,1.9801980198019802,10.666666666666666,0,junior,32
27509,city_136,0.897,male,has relevent experience,no_enrollment,phd,stem,,,>4,52,0.0,21.0,21.063189568706118,2.3636363636363638,1,expert,52
20330,city_160,0.92,male,no relevent experience,full time course,high school,,,,never,21,0.0,6.0,5.88235294117647,3.0,0,senior,21
15077,city_83,0.923,female,has relevent experience,no_enrollment,graduate,other,,,>4,160,1.0,10.0,9.775171065493645,14.545454545454545,1,senior,160
25511,city_99,0.915,male,has relevent experience,no_enrollment,graduate,humanities,50-99,pvt ltd,2,68,0.0,3.0,2.9556650246305414,17.0,1,mid,68
6170,city_71,0.884,male,has relevent experience,no_enrollment,masters,stem,50-99,,2,31,0.0,16.0,16.260162601626018,1.8235294117647058,1,expert,31
18044,city_114,0.926,,no relevent experience,full time course,high school,,,,never,50,0.0,0.0,0.0,50.0,0,junior,50
5733,city_21,0.624,male,has relevent experience,full time course,graduate,stem,100-500,pvt ltd,2,13,1.0,6.0,8.287292817679559,1.8571428571428572,1,senior,13
11571,city_136,0.897,,no relevent experience,,high school,,,,,55,0.0,5.0,5.015045135406218,9.166666666666666,0,mid,55
20129,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,100-500,funded startup,1,109,1.0,3.0,2.941176470588235,27.25,1,mid,109
22416,city_21,0.624,,has relevent experience,full time course,masters,stem,,,>4,6,1.0,21.0,29.005524861878452,0.2727272727272727,1,expert,6
9724,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,1,54,0.0,21.0,20.588235294117645,2.4545454545454546,1,expert,54
12813,city_136,0.897,,has relevent experience,no_enrollment,graduate,stem,,,,152,0.0,16.0,16.0481444332999,8.941176470588236,1,expert,152
15764,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,5000-9999,pvt ltd,>4,182,0.0,14.0,13.72549019607843,12.133333333333333,1,expert,182
6003,city_103,0.92,male,has relevent experience,no_enrollment,graduate,humanities,100-500,funded startup,2,45,0.0,11.0,10.784313725490195,3.75,1,expert,45
11934,city_160,0.92,female,has relevent experience,no_enrollment,graduate,stem,10/49,pvt ltd,4,101,1.0,10.0,9.803921568627452,9.181818181818182,1,senior,101
14957,city_103,0.92,,no relevent experience,,,,,,never,68,0.0,2.0,1.9607843137254901,22.666666666666668,0,junior,68
12658,city_70,0.698,male,has relevent experience,no_enrollment,,,,,>4,52,0.0,6.0,7.518796992481204,7.428571428571429,1,senior,52
4181,city_16,0.91,male,no relevent experience,no_enrollment,graduate,other,500-999,pvt ltd,1,16,0.0,0.0,0.0,16.0,0,junior,16
30192,city_21,0.624,male,has relevent experience,no_enrollment,graduate,stem,500-999,pvt ltd,1,4,0.0,14.0,19.337016574585636,0.26666666666666666,1,expert,4
25068,city_21,0.624,male,has relevent experience,full time course,masters,stem,50-99,pvt ltd,1,45,0.0,3.0,4.143646408839779,11.25,1,mid,45
22356,city_75,0.939,male,has relevent experience,no_enrollment,masters,stem,<10,funded startup,1,53,1.0,1.0,0.9624639076034649,26.5,1,junior,53
19170,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,5000-9999,pvt ltd,1,45,0.0,5.0,4.901960784313726,7.5,1,mid,45
18778,city_16,0.91,male,has relevent experience,no_enrollment,graduate,stem,500-999,pvt ltd,never,66,0.0,5.0,4.9504950495049505,11.0,1,mid,66
14242,city_160,0.92,male,has relevent experience,no_enrollment,graduate,stem,500-999,pvt ltd,never,160,0.0,5.0,4.901960784313726,26.666666666666668,1,mid,160
21856,city_114,0.926,,has relevent experience,no_enrollment,masters,stem,5000-9999,pvt ltd,1,138,0.0,21.0,20.46783625730994,6.2727272727272725,1,expert,138
8222,city_45,0.89,male,has relevent experience,full time course,graduate,stem,,,1,31,0.0,5.0,5.05050505050505,5.166666666666667,1,mid,31
17517,city_71,0.884,male,has relevent experience,no_enrollment,graduate,stem,10000+,other,1,149,0.0,5.0,5.08130081300813,24.833333333333332,1,mid,149
6934,city_21,0.624,male,has relevent experience,no_enrollment,masters,stem,100-500,funded startup,1,15,1.0,6.0,8.287292817679559,2.142857142857143,1,senior,15
24762,city_103,0.92,male,has relevent experience,no_enrollment,primary school,,1000-4999,pvt ltd,never,31,0.0,5.0,4.901960784313726,5.166666666666667,1,mid,31
20934,city_103,0.92,male,no relevent experience,full time course,graduate,stem,,,never,2,1.0,6.0,5.88235294117647,0.2857142857142857,0,senior,2
25066,city_14,0.698,,has relevent experience,no_enrollment,graduate,stem,5000-9999,pvt ltd,2,72,0.0,16.0,20.05012531328321,4.235294117647059,1,expert,72
15567,city_114,0.926,male,no relevent experience,part time course,graduate,business degree,10000+,pvt ltd,2,14,0.0,0.0,0.0,14.0,0,junior,14
9784,city_103,0.92,male,has relevent experience,no_enrollment,graduate,stem,1000-4999,pvt ltd,>4,9,0.0,21.0,20.588235294117645,0.4090909090909091,1,expert,9
26517,city_103,0.92,,has relevent experience,no_enrollment,graduate,humanities,,,1,58,1.0,3.0,2.941176470588235,14.5,1,mid,58
21598,city_114,0.926,,has relevent experience,no_enrollment,,,<10,pvt ltd,never,97,0.0,21.0,20.46783625730994,4.409090909090909,1,expert,97
4489,city_149,0.6890000000000001,male,has relevent experience,no_enrollment,graduate,stem,,,2,135,0.0,8.0,10.139416983523446,15.0,1,senior,135
2788,city_73,0.754,male,has relevent experience,no_enrollment,graduate,stem,,,1,24,1.0,5.0,5.85480093676815,4.0,1,mid,24
18069,city_19,0.682,male,has relevent experience,no_enrollment,graduate,stem,,,1,31,0.0,21.0,26.854219948849103,1.4090909090909092,1,expert,31
17531,city_90,0.698,,has relevent experience,part time course,masters,stem,,,1,116,1.0,6.0,7.518796992481204,16.571428571428573,1,senior,116
22385,city_152,0.698,,has relevent experience,full time course,masters,stem,,,1,44,0.0,12.0,15.037593984962408,3.3846153846153846,1,expert,44
